chr1	0	0	1311584	1311584	498370
chr1	1311584	1311584	1988508	676924	498370
chr1	1988508	1988508	2529293	540785	498371
chr1	2529293	2529293	3144678	615385	498370
chr1	3144678	3144678	3664503	519825	498370
chr1	3664503	3664503	4369116	704613	498371
chr1	4369116	4369116	4893186	524070	498370
chr1	4893186	4893186	5434547	541361	498370
chr1	5434547	5434547	5964110	529563	498371
chr1	5964110	5964110	6523265	559155	498370
chr1	6523265	6523265	7082402	559137	498371
chr1	7082402	7082402	7616467	534065	498370
chr1	7616467	7616467	8179701	563234	498370
chr1	8179701	8179701	8750759	571058	498371
chr1	8750759	8750759	9336762	586003	498370
chr1	9336762	9336762	9924954	588192	498370
chr1	9924954	9924954	10539461	614507	498371
chr1	10539461	10539461	11088815	549354	498370
chr1	11088815	11088815	11659398	570583	498370
chr1	11659398	11659398	12236298	576900	498371
chr1	12236298	12236298	12790486	554188	498370
chr1	12790486	12790486	14208871	1418385	498371
chr1	14208871	14208871	14754110	545239	498370
chr1	14754110	14754110	15289749	535639	498370
chr1	15289749	15289749	15848620	558871	498371
chr1	15848620	15848620	16446714	598094	498370
chr1	16446714	16446714	17307125	860411	498370
chr1	17307125	17307125	17878680	571555	498371
chr1	17878680	17878680	18403245	524565	498370
chr1	18403245	18403245	18925640	522395	498370
chr1	18925640	18925640	19452724	527084	498371
chr1	19452724	19452724	20014359	561635	498370
chr1	20014359	20014359	20575804	561445	498371
chr1	20575804	20575804	21126184	550380	498370
chr1	21126184	21126184	21698064	571880	498370
chr1	21698064	21698064	22303596	605532	498371
chr1	22303596	22303596	22867590	563994	498370
chr1	22867590	22867590	23407094	539504	498370
chr1	23407094	23407094	23983067	575973	498371
chr1	23983067	23983067	24666387	683320	498370
chr1	24666387	24666387	25238653	572266	498370
chr1	25238653	25238653	25879931	641278	498371
chr1	25879931	25879931	26437154	557223	498370
chr1	26437154	26437154	27036861	599707	498371
chr1	27036861	27036861	27644604	607743	498370
chr1	27644604	27644604	28228163	583559	498370
chr1	28228163	28228163	28838239	610076	498371
chr1	28838239	28838239	29459303	621064	498370
chr1	29459303	29459303	30152496	693193	498370
chr1	30152496	30152496	30680350	527854	498371
chr1	30680350	30680350	31224889	544539	498370
chr1	31224889	31224889	31802308	577419	498370
chr1	31802308	31802308	32351708	549400	498371
chr1	32351708	32351708	32956662	604954	498370
chr1	32956662	32956662	33562070	605408	498371
chr1	33562070	33562070	34100961	538891	498370
chr1	34100961	34100961	34637157	536196	498370
chr1	34637157	34637157	35170931	533774	498371
chr1	35170931	35170931	35750993	580062	498370
chr1	35750993	35750993	36319516	568523	498370
chr1	36319516	36319516	36900818	581302	498371
chr1	36900818	36900818	37428485	527667	498370
chr1	37428485	37428485	37965421	536936	498370
chr1	37965421	37965421	38542604	577183	498371
chr1	38542604	38542604	39073178	530574	498370
chr1	39073178	39073178	39663210	590032	498371
chr1	39663210	39663210	40254118	590908	498370
chr1	40254118	40254118	40844200	590082	498370
chr1	40844200	40844200	41406493	562293	498371
chr1	41406493	41406493	41955921	549428	498370
chr1	41955921	41955921	42484024	528103	498370
chr1	42484024	42484024	43039816	555792	498371
chr1	43039816	43039816	43613613	573797	498370
chr1	43613613	43613613	44162975	549362	498370
chr1	44162975	44162975	44711039	548064	498371
chr1	44711039	44711039	45259305	548266	498370
chr1	45259305	45259305	45867098	607793	498371
chr1	45867098	45867098	46467709	600611	498370
chr1	46467709	46467709	47042550	574841	498370
chr1	47042550	47042550	47721010	678460	498371
chr1	47721010	47721010	48263105	542095	498370
chr1	48263105	48263105	48815705	552600	498370
chr1	48815705	48815705	49352965	537260	498371
chr1	49352965	49352965	49908902	555937	498370
chr1	49908902	49908902	50497242	588340	498371
chr1	50497242	50497242	51031169	533927	498370
chr1	51031169	51031169	51609342	578173	498370
chr1	51609342	51609342	52183223	573881	498371
chr1	52183223	52183223	52759680	576457	498370
chr1	52759680	52759680	53346074	586394	498370
chr1	53346074	53346074	53889482	543408	498371
chr1	53889482	53889482	54430856	541374	498370
chr1	54430856	54430856	54990804	559948	498370
chr1	54990804	54990804	55556185	565381	498371
chr1	55556185	55556185	56100409	544224	498370
chr1	56100409	56100409	56634486	534077	498371
chr1	56634486	56634486	57176704	542218	498370
chr1	57176704	57176704	57695026	518322	498370
chr1	57695026	57695026	58226514	531488	498371
chr1	58226514	58226514	58765632	539118	498370
chr1	58765632	58765632	59308504	542872	498370
chr1	59308504	59308504	59848435	539931	498371
chr1	59848435	59848435	60402266	553831	498370
chr1	60402266	60402266	60940681	538415	498370
chr1	60940681	60940681	61489303	548622	498371
chr1	61489303	61489303	62016033	526730	498370
chr1	62016033	62016033	62587363	571330	498371
chr1	62587363	62587363	63158348	570985	498370
chr1	63158348	63158348	63709196	550848	498370
chr1	63709196	63709196	64261621	552425	498371
chr1	64261621	64261621	64797016	535395	498370
chr1	64797016	64797016	65336828	539812	498370
chr1	65336828	65336828	65886461	549633	498371
chr1	65886461	65886461	66458675	572214	498370
chr1	66458675	66458675	67007788	549113	498370
chr1	67007788	67007788	67543866	536078	498371
chr1	67543866	67543866	68118328	574462	498370
chr1	68118328	68118328	68652604	534276	498371
chr1	68652604	68652604	69198180	545576	498370
chr1	69198180	69198180	69761139	562959	498370
chr1	69761139	69761139	70298667	537528	498371
chr1	70298667	70298667	70857892	559225	498370
chr1	70857892	70857892	71414459	556567	498370
chr1	71414459	71414459	71952599	538140	498371
chr1	71952599	71952599	72482897	530298	498370
chr1	72482897	72482897	73010724	527827	498370
chr1	73010724	73010724	73550549	539825	498371
chr1	73550549	73550549	74084658	534109	498370
chr1	74084658	74084658	74618032	533374	498371
chr1	74618032	74618032	75149814	531782	498370
chr1	75149814	75149814	75707449	557635	498370
chr1	75707449	75707449	76283952	576503	498371
chr1	76283952	76283952	76828345	544393	498370
chr1	76828345	76828345	77358985	530640	498370
chr1	77358985	77358985	77911607	552622	498371
chr1	77911607	77911607	78474042	562435	498370
chr1	78474042	78474042	79038727	564685	498370
chr1	79038727	79038727	79574660	535933	498371
chr1	79574660	79574660	80118870	544210	498370
chr1	80118870	80118870	80668353	549483	498371
chr1	80668353	80668353	81209242	540889	498370
chr1	81209242	81209242	81743486	534244	498370
chr1	81743486	81743486	82275838	532352	498371
chr1	82275838	82275838	82810893	535055	498370
chr1	82810893	82810893	83333763	522870	498370
chr1	83333763	83333763	84093613	759850	498371
chr1	84093613	84093613	84625357	531744	498370
chr1	84625357	84625357	85163643	538286	498370
chr1	85163643	85163643	85701220	537577	498371
chr1	85701220	85701220	86253418	552198	498370
chr1	86253418	86253418	86825989	572571	498371
chr1	86825989	86825989	87399574	573585	498370
chr1	87399574	87399574	87932798	533224	498370
chr1	87932798	87932798	88459943	527145	498371
chr1	88459943	88459943	88984401	524458	498370
chr1	88984401	88984401	89551506	567105	498370
chr1	89551506	89551506	90127339	575833	498371
chr1	90127339	90127339	90686520	559181	498370
chr1	90686520	90686520	91222128	535608	498371
chr1	91222128	91222128	91805588	583460	498370
chr1	91805588	91805588	92362972	557384	498370
chr1	92362972	92362972	92950447	587475	498371
chr1	92950447	92950447	93535502	585055	498370
chr1	93535502	93535502	94097510	562008	498370
chr1	94097510	94097510	94655868	558358	498371
chr1	94655868	94655868	95207249	551381	498370
chr1	95207249	95207249	95764038	556789	498370
chr1	95764038	95764038	96291927	527889	498371
chr1	96291927	96291927	96833745	541818	498370
chr1	96833745	96833745	97396062	562317	498371
chr1	97396062	97396062	97931841	535779	498370
chr1	97931841	97931841	98450950	519109	498370
chr1	98450950	98450950	98975392	524442	498371
chr1	98975392	98975392	99520318	544926	498370
chr1	99520318	99520318	100075108	554790	498370
chr1	100075108	100075108	100623332	548224	498371
chr1	100623332	100623332	101186742	563410	498370
chr1	101186742	101186742	101730376	543634	498370
chr1	101730376	101730376	102267823	537447	498371
chr1	102267823	102267823	102797436	529613	498370
chr1	102797436	102797436	103357057	559621	498371
chr1	103357057	103357057	104114997	757940	498370
chr1	104114997	104114997	104814987	699990	498370
chr1	104814987	104814987	105370289	555302	498371
chr1	105370289	105370289	105924571	554282	498370
chr1	105924571	105924571	106462037	537466	498370
chr1	106462037	106462037	107006985	544948	498371
chr1	107006985	107006985	107538366	531381	498370
chr1	107538366	107538366	108059096	520730	498370
chr1	108059096	108059096	108594913	535817	498371
chr1	108594913	108594913	109364959	770046	498370
chr1	109364959	109364959	109936333	571374	498371
chr1	109936333	109936333	110508854	572521	498370
chr1	110508854	110508854	111035660	526806	498370
chr1	111035660	111035660	111570122	534462	498371
chr1	111570122	111570122	112127180	557058	498370
chr1	112127180	112127180	112648925	521745	498370
chr1	112648925	112648925	113220802	571877	498371
chr1	113220802	113220802	113825191	604389	498370
chr1	113825191	113825191	114402025	576834	498370
chr1	114402025	114402025	114952770	550745	498371
chr1	114952770	114952770	115516909	564139	498370
chr1	115516909	115516909	116049576	532667	498371
chr1	116049576	116049576	116602357	552781	498370
chr1	116602357	116602357	117128059	525702	498370
chr1	117128059	117128059	117708896	580837	498371
chr1	117708896	117708896	118258220	549324	498370
chr1	118258220	118258220	118799867	541647	498370
chr1	118799867	118799867	119372896	573029	498371
chr1	119372896	119372896	119932172	559276	498370
chr1	119932172	119932172	120500810	568638	498370
chr1	120500810	120500810	144922932	24422122	498371
chr1	144922932	144922932	145771584	848652	498370
chr1	145771584	145771584	147063376	1291792	498371
